"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","nativecountry","income","native.country"
28," Private",59335," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
19," Private",225775," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," Mexico"," <=50K"," Mexico"
84," Private",388384," 7th-8th",4," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,10," United-States"," <=50K"," United-States"
61," Self-emp-not-inc",168654," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
44," Private",180609," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,42," United-States"," <=50K"," United-States"
19," Private",268524," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
34," Private",221167," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"," United-States"
30," Private",39386," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,99," United-States"," <=50K"," United-States"
28," Private",114158," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,26," United-States"," <=50K"," United-States"
40," Private",119101," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,68," United-States"," >50K"," United-States"
37," Private",179468," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
71," Private",99894," 5th-6th",3," Widowed"," Priv-house-serv"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,75," United-States"," <=50K"," United-States"
30," Private",270889," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
20," Private",42279," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
25," Private",50103," HS-grad",9," Never-married"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
32," Private",174789," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
38," Private",114591," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,40," United-States"," >50K"," United-States"
24," Private",227594," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
45," Federal-gov",380127," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
28," Private",30912," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,43," United-States"," <=50K"," United-States"
62," Self-emp-inc",137354," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," South"," <=50K"," South"
26," Private",192208," HS-grad",9," Never-married"," Protective-serv"," Not-in-family"," Black"," Female",0,0,32," United-States"," <=50K"," United-States"
42," Private",319016," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",2885,0,45," United-States"," <=50K"," United-States"
60," Private",320376," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
51," Private",290856," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
17," Private",56536," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",1055,0,18," India"," <=50K"," India"
21," Private",209483," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,47," United-States"," <=50K"," United-States"
26," Private",247006," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,52," United-States"," <=50K"," United-States"
39," ?",204756," Some-college",10," Divorced"," ?"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
36," Private",179488," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," Canada"," <=50K"," Canada"
51," ?",521665," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,24," United-States"," <=50K"," United-States"
41," Private",191814," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
28," Private",148429," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
21," State-gov",478457," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,12," United-States"," <=50K"," United-States"
25," Private",248990," 5th-6th",3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"," Mexico"
36," Private",238415," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Self-emp-not-inc",37939," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
30," Private",169496," Masters",14," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,15," United-States"," >50K"," United-States"
27," Private",321577," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
41," Local-gov",336571," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," State-gov",56402," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
49," Private",287647," Masters",14," Divorced"," Sales"," Not-in-family"," White"," Male",4787,0,45," United-States"," >50K"," United-States"
42," Private",100800," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
67," ?",102693," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Male",1086,0,35," United-States"," <=50K"," United-States"
31," Private",151053," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",5178,0,40," United-States"," >50K"," United-States"
50," Private",548361," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,20," United-States"," >50K"," United-States"
33," Private",173858," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," India"," <=50K"," India"
27," Private",347153," Some-college",10," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
56," Private",182062," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,48," United-States"," >50K"," United-States"
59," ?",220783," 10th",6," Widowed"," ?"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
54," Private",35459," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
36," Private",282092," Assoc-acdm",12," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
39," Private",180667," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
32," Private",184440," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3464,0,40," United-States"," <=50K"," United-States"
23," Private",140462," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
28," Private",215955," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
66," ?",175891," 9th",5," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
30," Private",161599," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
30," Private",241885," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
20," Private",157595," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
61," Private",197286," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
20," ?",163665," HS-grad",9," Never-married"," ?"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
32," Private",141490," Assoc-voc",11," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"," United-States"
29," Private",147889," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
61," ?",63526," 12th",8," Never-married"," ?"," Not-in-family"," Black"," Male",0,0,52," United-States"," <=50K"," United-States"
35," Private",182898," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",8614,0,40," United-States"," >50K"," United-States"
34," Private",49469," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",99999,0,50," United-States"," >50K"," United-States"
35," Private",341102," 9th",5," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
25," Private",195201," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Other"," Male",0,0,50," United-States"," <=50K"," United-States"
37," Private",263094," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States"," >50K"," United-States"
46," Private",216414," Assoc-voc",11," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
65," Private",178934," HS-grad",9," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,20," Jamaica"," <=50K"," Jamaica"
58," Private",103540," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
39," State-gov",172700," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
21," Private",282484," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
31," Private",323055," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
28," Private",214702," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
27," Private",278122," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
34," Self-emp-not-inc",156890," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
25," Private",131178," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,23," United-States"," <=50K"," United-States"
61," Private",130684," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,42," United-States"," <=50K"," United-States"
50," Private",183638," HS-grad",9," Widowed"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
22," Private",221480," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
61," ?",158712," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Female",0,0,99," United-States"," <=50K"," United-States"
21," Private",252253," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
20," Private",200450," 7th-8th",4," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,52," United-States"," <=50K"," United-States"
27," Private",302422," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
37," Self-emp-not-inc",82540," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,70," United-States"," >50K"," United-States"
34," Private",212781," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
19," Private",105908," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
36," Private",73023," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
21," ?",191806," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,75," United-States"," <=50K"," United-States"
56," ?",35723," HS-grad",9," Divorced"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
